f0,f1,f2,f3,f4,f5,id
0.13707192,0.15651244,0.90581053,4.555402,-3.2438087,-3.434659,826
-0.19506887,3.0374448,2.813279,2.359953,-4.886696,-5.2852073,2703
3.0268464,1.8337033,1.5433904,0.21365994,-3.538668,-3.7989025,2397
-0.030202966,1.9091175,2.5297372,2.5084994,-4.0827684,-4.406707,1453
-1.3579462,4.6571255,4.741827,1.2481712,-5.2714777,-5.513789,218
0.9332005,3.528794,2.932196,1.6643279,-4.272288,-4.893438,2746
0.6440118,1.9211782,1.2607067,4.213506,-5.041139,-5.358178,1082
-2.351228,2.7820442,2.6140158,5.5319295,-4.668494,-4.8946605,863
1.7343277,2.9825432,1.6064298,1.8838439,-4.457131,-4.5503473,2682
2.3632686,1.258649,3.3482358,0.029257363,-4.1838284,-4.2839823,2828
0.73496133,0.69127256,2.8356884,2.7166955,-4.114444,-3.8515515,411
3.2703745,0.4225395,2.019087,1.0242664,-3.6817997,-3.6075978,1905
-1.5996453,2.0046346,3.5444763,2.5477448,-3.7489986,-3.690001,2377
-0.29210898,1.8912417,3.541728,2.5142667,-4.2988935,-4.6427574,535
-2.6119938,4.1469164,3.4016047,3.0218294,-4.712848,-5.0003014,2253
-0.83746576,1.1413844,3.390481,3.8617756,-4.1545777,-4.3959923,1597
2.4933589,2.3388526,2.1229677,1.8146362,-4.5555763,-4.9938455,1103
-1.1289005,3.4115632,2.425502,2.365672,-4.3351626,-4.423397,748
-1.4425372,5.1359234,1.4797863,4.2443757,-5.4420033,-5.6493855,454
-1.0768837,1.9340736,3.5914986,4.7515836,-5.271714,-5.4843445,2332
1.3288372,0.33341742,1.1212015,4.277019,-4.1937027,-4.1971474,1940
-3.2389014,3.951875,3.86874,3.493822,-4.9579597,-4.9375067,570
-2.207019,5.502852,4.4616127,2.1789103,-5.661725,-5.6509347,399
0.99391526,0.8671635,1.3426379,4.792585,-4.6324873,-4.8017178,2216
-0.15332685,1.5331415,1.7085341,4.0101604,-4.073954,-4.331769,1125
-0.8220627,1.5182359,2.0310223,5.487576,-4.7558384,-4.737067,2008
-0.51469797,2.3634784,3.2558098,3.584452,-4.7732267,-4.9788938,3253
-0.7245961,2.258282,1.4671142,4.7214313,-4.2671494,-4.653455,187
0.13882604,3.887317,3.6660128,1.7354356,-5.3791447,-5.5379705,1966
-1.8575879,2.3597417,3.9354722,3.517752,-4.711934,-4.822596,1001
-0.2710765,1.08055,4.2081966,3.5508163,-5.2274694,-5.1607027,3682
-1.444893,2.358456,2.4436152,4.8552575,-4.5119696,-5.188593,3828
0.99996793,3.7375004,2.2781186,2.1284988,-4.9975677,-4.7439556,556
1.8318928,0.97219646,1.9913844,1.1826694,-3.6786804,-3.9240563,1842
2.1967592,1.3053507,2.3733275,0.9507062,-4.062442,-4.105443,2230
0.015267942,1.5416609,3.252272,2.1245692,-4.0160546,-3.6545548,1160
3.7670944,-0.80153453,1.2904342,2.722773,-4.225857,-3.996664,981
-2.2100143,3.4982278,2.9173038,4.1296883,-4.56061,-5.3164425,1923
4.340197,2.393307,1.7652332,-0.3263707,-4.130501,-4.2752695,1789
-0.18544719,2.346369,2.3977437,3.323798,-4.943576,-4.826675,3216
1.0531743,1.3363858,3.3472455,2.4500706,-4.574608,-4.5104475,1044
0.36145017,-0.7388218,2.3367226,3.90244,-3.499297,-3.6656425,1358
1.4346627,0.9080558,2.0567787,3.854097,-4.523718,-4.755912,513
3.822055,-0.10496138,1.512258,3.4949806,-4.952444,-4.8078346,2275
2.9755673,0.92684096,1.098303,1.8413937,-4.078598,-4.1933737,1807
1.0521121,4.2481065,1.862142,2.263178,-5.6619225,-5.5104604,3890
2.5267148,-0.33253175,1.1490576,3.6567993,-4.146431,-4.1078463,2461
2.6965775,0.4046788,2.351054,1.498462,-4.4573317,-4.2230515,2288
-0.20309907,2.3715298,2.349521,3.7908769,-4.696954,-4.6770287,307
3.337388,0.25059602,1.495789,0.40826106,-2.7380533,-2.8519008,2659
3.7998986,0.87083685,1.1867356,2.5491147,-4.5051584,-4.9099827,3402
3.754066,0.28549412,3.182452,1.5702188,-5.4144673,-5.700919,1774
0.12549284,1.8201028,2.4990032,2.9506323,-4.1072426,-4.3770156,1468
5.227897,-0.16153774,1.8279183,1.6123071,-4.661346,-5.2640295,2424
0.76937467,1.7191014,4.32663,2.5038865,-5.3613863,-5.013244,3096
-0.31900457,2.2387388,3.9641402,3.435569,-5.4610734,-5.869325,342
0.45908692,2.3744147,1.0186385,4.075722,-4.55635,-4.727536,1509
3.9268746,1.323676,3.1233373,0.90861267,-5.150428,-5.639934,3447
1.8970603,2.1077323,1.899233,2.8109214,-5.187058,-5.4047956,939
-0.55761886,2.1884105,4.202184,3.6741228,-5.6323795,-5.660176,793
1.9779114,-0.16010472,2.0901845,2.8728735,-4.009202,-4.301956,1731
2.244723,0.6607919,2.196127,2.9651444,-4.6549506,-4.46939,2402
2.3121843,1.8610398,2.3100812,1.6895766,-4.624112,-4.9442267,364
-1.6836041,2.7440245,4.422128,3.1767404,-4.6307564,-5.3142357,2890
2.520003,1.9896933,3.342753,1.469135,-5.0521708,-5.530291,1717
1.6143528,1.0936524,1.1389092,3.162699,-3.701558,-3.7627316,1383
0.47576094,1.4436512,2.7679818,2.9945886,-4.295143,-4.36389,2447
0.34979418,5.449646,2.0759237,2.2236788,-5.590229,-5.5373116,321
-2.9667232,1.7487841,3.8155303,4.642871,-3.7331648,-4.263338,119
2.2812712,3.7471595,2.9548845,0.36428386,-5.3794985,-5.340141,1752
0.4112725,2.2203715,1.843199,4.1029224,-4.637149,-5.131153,2096
1.0679504,1.6388156,2.904701,1.5637566,-4.3123503,-4.3838944,1696
2.5400014,2.0475452,3.1387174,1.1231107,-4.9857183,-5.261136,2152
0.7777491,1.7924367,2.6921785,2.4553044,-4.6494956,-4.8071065,2911
3.366293,1.4102871,1.6916538,1.2245876,-4.27864,-4.443959,634
3.1674268,-1.4417108,-0.74295413,3.8447528,-2.8674345,-2.7544022,710
-2.2386332,2.3495443,2.3136663,4.663867,-4.455196,-4.2122593,1247
2.9099693,2.0077958,0.23082271,2.3136227,-4.0500097,-4.2443075,2583
2.2605839,0.43143052,1.8760178,2.9940615,-4.194165,-4.4008713,2117
2.9138906,-0.37580732,0.78309745,3.645893,-3.9404693,-4.2415686,1879
-0.5161373,1.6796613,5.551064,2.1267574,-5.2388763,-5.137458,384
-0.09713045,1.7418636,4.280841,1.4315605,-4.5910006,-4.2526927,671
-1.1853338,4.69123,3.2960813,3.1566489,-4.913158,-5.2579594,2954
6.199077,-0.011195326,0.38238105,0.78393006,-3.9631877,-4.285077,2033
0.5402413,2.302279,2.8913627,2.0118356,-4.609249,-4.780326,755
0.30414936,1.7711772,2.4698718,3.5699475,-4.5862722,-4.7303715,449
5.6196895,-2.4682958,0.6694617,1.6476307,-3.0002275,-2.9574585,1202
-0.7535332,0.9258951,1.0522794,5.2008963,-4.131579,-3.9251573,2131
-2.0885434,1.3801416,3.6909015,4.85243,-4.586985,-5.1429577,657
1.5450274,2.4285748,2.2420394,1.4878999,-4.5461035,-4.702119,3583
-2.437127,2.2390358,3.931092,3.6503732,-3.8816113,-4.2975836,1300
3.9053159,-0.36168668,2.4579303,1.806767,-4.393588,-4.4803987,286
0.7490941,1.6253506,1.9813796,2.1981015,-3.7613618,-3.8066435,3152
0.33241737,2.2442226,3.7984397,3.2550967,-5.3981576,-5.8256636,2309
0.9352617,1.0091385,2.6116726,2.1918516,-4.2381372,-4.2152796,28
1.9066043,2.1831129,2.310284,1.7751212,-4.478558,-4.8031845,1224
1.5914158,1.3762995,2.573664,1.947334,-4.3574953,-4.6352496,3911
1.2072451,1.4073215,2.635484,2.0800784,-4.329026,-3.9702468,2174
1.0098375,1.7787738,3.8720965,0.88869923,-4.407428,-4.107957,2937
2.8625515,0.30078435,2.016164,1.8547404,-3.9766521,-3.96727,612
0.9182493,2.014331,2.5339513,2.0519986,-3.8888416,-4.393962,1059
1.5140573,2.496616,2.4933362,0.9515422,-4.09921,-4.3748846,1345
0.29842073,1.3947568,4.1063576,3.1258128,-4.8090105,-5.3418517,1794
3.0701602,2.237172,2.361214,0.76037806,-4.7702403,-4.623438,3117
-1.9852666,1.897095,4.0444007,4.316479,-4.9744587,-5.0771036,1488
2.3351564,0.27590892,3.095576,0.8209721,-3.9967885,-4.074592,3954
-3.3651662,4.1403246,4.524046,3.5148435,-5.219928,-5.698148,1261
-2.3337483,2.1311235,4.658763,3.8758428,-4.8971944,-5.1779985,1410
-0.10537386,2.855621,3.609078,2.6849358,-4.6376934,-5.135126,3293
0.6894624,-0.535493,1.7488512,2.776559,-2.917291,-2.8253746,2621
0.9986016,0.3911055,1.7087011,3.8719718,-3.8947277,-3.8294673,904
4.904511,0.68394506,2.2675016,1.2018803,-5.053199,-5.4344654,1882
-2.3242335,3.6639748,3.6085496,3.6869023,-5.0785465,-5.1139655,1534
-0.84420806,0.227976,2.2341697,4.2567325,-3.5176563,-3.4191573,3642
0.6255646,0.31664252,1.63807,4.051604,-3.8786457,-3.9226341,596
1.8225986,1.6438445,2.0418699,1.9690107,-4.732396,-4.9002047,2419
-0.5982778,1.4035935,3.4219902,4.503117,-4.9366813,-5.38391,1455
-2.8608465,3.3180115,3.1098974,4.794603,-5.2338953,-5.4596825,1749
-0.5382644,2.7336862,1.2483448,4.445428,-4.9222693,-5.095848,941
1.4366063,1.2191128,3.651694,2.5317297,-5.5098867,-5.3515997,2664
2.930861,1.4157037,1.7912369,1.8543271,-4.1744623,-4.555511,1571
4.184649,-0.9105635,2.381068,2.4489577,-4.749898,-5.181828,9
-2.3977842,2.8493018,4.0934663,3.9668262,-5.0512824,-4.9330926,1398
1.8084093,0.4209104,2.2216685,2.5968409,-3.8131313,-4.0294333,3607
0.606589,1.7480558,3.1662974,2.2062142,-4.321932,-4.54374,124
-2.719442,3.0243886,3.469549,3.19613,-4.4683857,-4.6730947,967
2.4933589,2.3388526,2.1229677,1.8146362,-4.5555763,-4.9938455,1186
1.8467497,2.7465436,2.4801626,1.1123666,-4.5183554,-4.83778,2642
-1.2728717,3.4624283,2.3193066,2.7392666,-4.241063,-4.2288094,1557
-0.28397864,1.5709807,4.8068824,3.4678245,-5.314926,-5.852759,2293
-0.9033893,2.546673,1.9733673,4.4189987,-4.804872,-4.7992907,2766
4.7498627,-0.24113932,1.791871,1.2708342,-4.3672376,-4.37912,843
-1.2324928,3.488895,4.469421,1.4583867,-4.6735296,-4.6126213,161
0.14774352,2.2446282,3.7879844,2.0258825,-4.9848833,-4.77835,2607
0.20899203,1.5203879,2.7808595,4.3880095,-4.7738037,-4.872303,494
1.50917,1.1052486,1.0461441,3.9505718,-4.980982,-5.2780266,788
-0.3353979,2.3855884,3.6704113,2.7383811,-4.8693357,-5.001169,922
1.0530518,1.6480048,3.2899573,1.8079453,-4.7347574,-4.103022,1512
-1.1365242,4.1164804,3.3834927,3.587401,-5.2991734,-5.735349,359
-2.3444872,1.671578,3.114754,4.117228,-4.1253996,-3.847428,806
-0.24373764,2.1534746,3.5070674,3.3161213,-5.2617617,-5.072068,2723
-0.90147156,3.5677528,3.489631,2.1050243,-4.8404503,-4.487215,474
2.9860268,0.5010708,1.9658991,2.8683407,-4.674531,-4.7852173,768
-0.30656594,1.3133076,2.9813387,3.6502745,-4.679483,-4.705512,33
3.9829144,2.9946582,1.5286592,-0.772242,-3.9704711,-4.297405,2312
1.6284579,2.2555492,3.0923584,1.8642871,-4.9040346,-4.8015275,2969
-1.4334089,1.9720951,2.108784,5.6503997,-4.7929077,-4.856687,1844
1.6888293,0.45346949,1.8265613,3.2269716,-3.9795647,-4.127968,2808
-0.52301323,1.9830334,4.3780656,2.1711206,-4.6598244,-4.4622254,76
-0.6062321,3.2294068,2.9076722,4.096635,-5.4771547,-6.2587385,431
0.25788796,1.5275573,2.2106755,3.9744263,-4.69596,-4.960844,1493
0.7259527,0.15105751,3.5084069,2.6669042,-4.0818434,-4.080799,2357
3.253662,-0.41960555,0.5458349,3.6034572,-3.9198549,-4.1621594,1042
0.30778983,2.5001285,3.7073863,2.6216524,-5.4058995,-5.490815,609
-0.74435,3.3764143,3.233312,3.0894914,-5.414775,-5.55202,2786
0.52547884,-0.03385842,1.8880036,5.6222544,-4.5837164,-4.657151,1801
3.8998435,-0.14779957,0.29862198,2.412893,-4.0197406,-4.1118584,2598
-1.2842879,1.867395,4.1429973,2.392543,-3.888261,-3.9598858,50
-0.66675407,1.2935406,3.050119,2.4790328,-4.057104,-3.43611,417
2.0727258,1.2497964,0.8509867,2.018572,-3.3787677,-3.7982001,3969
3.973156,0.9680084,1.9725586,1.852236,-4.3733063,-4.798161,2371
-2.486015,4.418927,3.2514026,2.7421467,-4.539547,-4.568275,1378
0.3067344,0.8296901,3.052556,3.0886252,-4.5193214,-4.3524303,885
1.6922991,1.8562104,1.3537337,3.5989273,-4.952893,-5.391054,1064
1.9930494,0.5978913,3.134662,2.539002,-5.214417,-4.9294443,2149
-2.159042,5.0655274,3.6801558,2.3933642,-5.4324207,-5.266953,3312
1.5352585,2.4739902,1.6668292,3.260792,-4.683664,-4.669817,1827
2.3441105,-0.41457728,1.0294744,1.6058394,-2.8597608,-2.9621148,1219
1.1302675,1.6468943,2.716315,3.4119463,-4.7691703,-4.8426056,452
-0.25150466,1.7721409,3.9784977,2.6746676,-4.6924515,-4.6496797,3786
-0.74973947,1.9129266,1.550149,4.4889817,-4.360385,-4.574217,15
-2.000945,1.5767611,2.129196,5.81722,-4.788975,-4.9285808,2334
1.0819098,1.1323973,2.778712,3.7582462,-4.78122,-4.8704753,1021
-1.0692636,2.6079433,2.9326932,5.0085917,-5.1255536,-5.0646677,1862
1.4431129,1.79116,3.502666,0.9009711,-4.1939025,-4.394322,3357
-1.1676966,3.4367635,3.1850214,3.2274039,-5.0610747,-5.4282036,2718
-2.425518,-0.14684337,4.4488544,5.7437963,-4.804766,-5.0360126,697
3.2682967,2.5413787,2.179952,0.7823635,-4.6733017,-4.5685263,3543
-2.520815,3.6302235,3.7675655,2.5415654,-4.5459642,-4.684716,1635
0.933791,0.6079502,0.17737886,4.1214604,-3.465972,-3.706887,2520
0.509379,-0.08919898,1.0003747,4.7046504,-3.551389,-3.5237908,246
1.3982109,1.2572906,1.6391997,4.3068633,-5.2217207,-5.4998636,3192
-0.7377036,1.7011684,3.2594845,3.5980432,-4.6987906,-4.5819793,1711
-0.21036963,1.8729926,2.8697855,2.657847,-4.13746,-4.048044,1385
2.5338771,-0.44476202,0.13278508,5.3768325,-4.1468797,-4.1087923,878
1.2709668,1.9675375,3.4004874,2.0512986,-4.876522,-5.0472364,3506
-0.8194776,2.5358794,2.9699852,3.779688,-4.6270885,-4.8580513,1099
0.7042077,0.8043872,1.6053432,5.207083,-4.537957,-5.099499,4016
1.709927,2.9509027,2.1786706,2.0055811,-4.5032377,-5.0665693,2565
-2.0518723,3.2477047,4.155961,2.6643188,-4.760726,-4.680339,3994
-0.3905111,4.284834,2.5668495,4.414492,-6.0752354,-6.290812,203
0.8133369,0.9525068,2.7564838,3.1929061,-4.299679,-4.428051,1448
1.0588415,2.092377,3.4182549,2.5011923,-4.934826,-5.367625,1754
0.21612561,2.1480575,2.749584,2.619839,-4.3718038,-4.6220884,2467
3.5602098,-0.42319295,1.8350899,2.1580005,-4.287515,-4.2603707,2192
1.6485215,-0.2915199,1.5302702,5.261529,-4.6953554,-4.9674673,301
2.8021774,2.8696053,2.2303102,-0.15426439,-4.2626414,-4.332803,2543
2.7429395,2.3133478,2.3631349,2.8460083,-5.538686,-5.7713776,1287
0.26102784,1.7616913,1.947538,2.6861784,-3.5771043,-3.6119313,225
-0.52657515,3.4256675,3.0911777,2.445117,-4.6533384,-4.999857,2994
3.3256407,1.2532125,1.89591,0.8118396,-3.5802238,-4.19559,344
-0.7755026,2.2282774,2.099007,3.2360775,-3.7607903,-3.4781256,1613
-1.2324268,1.848809,4.1832824,4.082754,-5.2098846,-5.432806,489
0.31173652,1.5559684,1.7591408,3.8150637,-4.3524942,-4.3731303,795
-0.3504569,3.016097,3.9288456,4.1177096,-6.002654,-6.361641,2506
-1.3852478,2.8504808,3.1986842,4.974318,-5.322628,-5.526292,260
2.1952791,1.4132856,1.4437642,3.2259161,-4.9754086,-4.8483105,1306
4.1347113,0.038989566,-0.49307284,1.987323,-3.095811,-3.069249,2013
-0.21683303,0.9930646,3.0544608,3.6069481,-4.060022,-4.4523544,2850
0.265675,1.5115262,1.8761165,4.2723384,-4.3714476,-4.531192,469
-2.570567,5.283599,3.4468405,2.1220949,-5.050561,-5.155245,775
1.8829952,-0.15454176,1.2117716,3.2179072,-3.5253925,-3.7253256,2487
-0.54930943,0.99805677,3.7477105,4.312388,-5.0030518,-5.499885,508
-3.208692,3.8691995,5.1329756,3.8327184,-5.400024,-5.6846623,2056
0.7216326,1.6796199,2.5783894,2.9724357,-4.403455,-4.555909,1792
1.0655459,1.3716625,3.1375792,1.899544,-3.7508087,-4.2858562,1938
0.41967577,2.3426497,4.089326,0.27385134,-3.7763925,-4.3147345,730
1.2008302,1.0698799,2.7432504,2.0052788,-3.8187451,-4.1475534,2815
-0.61773247,3.193332,3.268019,3.059337,-4.5201826,-4.9070206,3013
-1.1070064,1.6244272,3.2518117,2.5284085,-3.6758776,-3.744408,2248
-1.3492472,2.9300308,4.5071,3.3685818,-5.043997,-5.722595,1365
1.971974,-0.11934423,2.969818,1.5576845,-3.6981182,-4.016055,3850
-0.0043581687,1.026887,2.8318837,3.2994807,-4.3993535,-4.4253616,1079
-0.620443,2.655258,3.3238661,2.323364,-4.3028555,-4.5787783,2070
0.708718,1.2390571,2.892883,4.395478,-5.6188893,-5.670296,716
